Language,GitURL,GitRef,BuildTool,BuildStatus,ErrorMessage
java,https://github.com/dongha-byun/springboot-shoppingmall-user-micro-service,c8d5ca5cd3c3eb6a8c831707200ea177b64cea37,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/hanjaeik/wrackamole,c71b0ddf946e728da37fb1586d2588f59b515f1b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/yohanii/inflearnStudy,1807b2203590e0d91b79c09b53e6dfddac4914b7,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/aidantrabs/SupplePet,f9b8af3d10bfd27a3aaea7e54d4e3ded8c858b94,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/F-Elotlan-M/Practica2,424978a858a390a990f96b99682f200e154b9fad,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/byteplus-sdk/VideoOneSolutions,5ca734c0b3927ab91a83a04ff94c4ed451eff34b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/brijalbrb/ccount,953c7e174f3efe37d6c76534e19b26398a1b3494,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/tenta3802/jwt-login,27cf6d17970c1a9e88e40efdf6831f3e11fdb482,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/2BDetermined-7034/YAGSL-Practice-Swerve-Drivebase,f563e67d27ad5af970a2d613486d08c97993a907,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/camilo-gc/apiUserMonitoring-Prevalentware,53a02066481ac1c195a453a883f44635e4b02303,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/AriasaProp/AriasaProp-AndroidLauncher,8c1597d9a54bfdb1c6299f986a3e1ad325ec3b47,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/dawnzs03/flakyBuild12,4cb29a3c2761cefad885fc51b49bf0aa7c4d289a,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/cos-imo/TemplateJavaFX,5cd9b93219fd5bb941aa6ee1271f2ebcc4d2a0eb,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/stom79/Fedilab,90e45a2763cbde0e710e4e7122b783fa5d2a24b2,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/s4nm4rkus/OxyMobileApp,513c9a820818eb7183051f14a8a2b21f78d256d1,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/sklintyg/core,7203b425c3b0fbd368c78464f5b9d3b52637c527,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/nohji/marketProject,4cd45427d79579334a8852f78e26825e612d13a6,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/lazygyu97/PLUG_Refactoring,665dba856b3286970b5d9905339f4056a2ee69d5,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/remarkablemark/react-native-cli-quickstart,f4f7c756ef43dcf5bbf04976b3e0aea310aea796,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/INVIDITechnologies/pulse-sdk-android-2.x-sample,3e0d402e0206fc5f362f7e030d11b5fddfd4486d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/nguynvanky/QuanLyThuVienMobile,0e7ac788545cfa9f6e9d206f8685d7aeae8255c9,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/seohaebada/webflux,b3187754d255824d536ab8773e77c78022ff25db,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/Gaesol2/dessertFairy,952717014ebd74775c079f990aa6af0102b6b06f,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/nuts-playground/Server-Johnny,ebf0471a8948716bf55a616a731beb45fbb2fa97,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ddws-org/naljal-digit,0c85c9263de2cdbe82fe93206583fa9c61d932a6,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/Crendgrim/DynamicCrosshairCompat,6e475d8c3c22ba06dde737db2a458422797d4be3,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/dongyan3721/GenShinImpactCookBook,b9e6d1db8a874688c4bf9fc8abf0e036a91ff60b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/RadSparkle/scraper,7254da634e8e87c702b291d524fa5597c2678528,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
